X;CountryCode;RegionCode
Aruba;ABW;OSA
Afghanistan;AFG;OAS
Angola;AGO;SSA
Anguilla;AIA;OSA
Aland Islands;ALA;EUR
Albania;ALB;EUR
Andorra;AND;EUR
United Arab Emirates;ARE;MEN
Argentina;ARG;OSA
Armenia;ARM;FSU
American Samoa;ASM;ANZ
Antarctica;ATA;OSA
French Southern Territories;ATF;SSA
Antigua and Barbuda;ATG;OSA
Australia;AUS;ANZ
Austria;AUT;EUR
Azerbaijan;AZE;FSU
Burundi;BDI;SSA
Belgium;BEL;EUR
Benin;BEN;SSA
Bonaire, Sint Eustatius and Saba;BES;OSA
Burkina Faso;BFA;SSA
Bangladesh;BGD;OAS
Bulgaria;BGR;EUR
Bahrain;BHR;MEN
Bahamas;BHS;OSA
Bosnia and Herzegovina;BIH;EUR
Saint Barthelemy;BLM;OSA
Belarus;BLR;FSU
Belize;BLZ;OSA
Bermuda;BMU;OSA
Bolivia, Plurinational State of;BOL;OSA
Brazil;BRA;BRA
Barbados;BRB;OSA
Brunei Darussalam;BRN;SEA
Bhutan;BTN;OAS
Bouvet Island;BVT;SSA
Botswana;BWA;SSA
Central African Republic;CAF;SSA
Canada;CAN;CAN
Cocos (Keeling) Islands;CCK;SEA
Switzerland;CHE;EUR
Chile;CHL;OSA
China;CHN;CHN
Cote d Ivoire;CIV;SSA
Cameroon;CMR;SSA
Congo, the Democratic Republic of the;COD;SSA
Congo;COG;SSA
Cook Islands;COK;OAS
Colombia;COL;OSA
Comoros;COM;SSA
Cape Verde;CPV;SSA
Costa Rica;CRI;OSA
Cuba;CUB;OSA
Curacao;CUW;OSA
Christmas Island;CXR;SEA
Cayman Islands;CYM;OSA
Cyprus;CYP;EUR
Czech Republic;CZE;EUR
Germany;DEU;EUR
Djibouti;DJI;SSA
Dominica;DMA;OSA
Denmark;DNK;EUR
Dominican Republic;DOM;OSA
Algeria;DZA;MEN
Ecuador;ECU;OSA
Egypt;EGY;MEN
Eritrea;ERI;SSA
Western Sahara;ESH;MEN
Spain;ESP;EUR
Estonia;EST;EUR
Ethiopia;ETH;SSA
Finland;FIN;EUR
Fiji;FJI;OAS
Falkland Islands (Malvinas);FLK;OSA
France;FRA;EUR
Faroe Islands;FRO;EUR
Micronesia, Federated States of;FSM;OAS
Gabon;GAB;SSA
United Kingdom;GBR;EUR
Georgia;GEO;FSU
Guernsey;GGY;EUR
Ghana;GHA;SSA
Gibraltar;GIB;EUR
Guinea;GIN;SSA
Guadeloupe;GLP;OSA
Gambia;GMB;SSA
Guinea-Bissau;GNB;SSA
Equatorial Guinea;GNQ;SSA
Greece;GRC;EUR
Grenada;GRD;OSA
Greenland;GRL;EUR
Guatemala;GTM;OSA
French Guiana;GUF;OSA
Guam;GUM;SEA
Guyana;GUY;OSA
Hong Kong;HKG;CHN
Heard Island and McDonald Islands;HMD;SSA
Honduras;HND;OSA
Croatia;HRV;EUR
Haiti;HTI;OSA
Hungary;HUN;EUR
Indonesia;IDN;SEA
Isle of Man;IMN;EUR
India;IND;IND
British Indian Ocean Territory;IOT;IND
Ireland;IRL;EUR
Iran, Islamic Republic of;IRN;MEN
Iraq;IRQ;MEN
Iceland;ISL;EUR
Israel;ISR;MEN
Italy;ITA;EUR
Jamaica;JAM;OSA
Jersey;JEY;EUR
Jordan;JOR;MEN
Japan;JPN;SEA
Kazakhstan;KAZ;FSU
Kenya;KEN;SSA
Kyrgyzstan;KGZ;FSU
Cambodia;KHM;SEA
Kiribati;KIR;OAS
Saint Kitts and Nevis;KNA;OSA
Korea, Republic of;KOR;SEA
Kuwait;KWT;MEN
Lao People's Democratic Republic;LAO;SEA
Lebanon;LBN;MEN
Liberia;LBR;SSA
Libya;LBY;MEN
Saint Lucia;LCA;OSA
Liechtenstein;LIE;EUR
Sri Lanka;LKA;OAS
Lesotho;LSO;SSA
Lithuania;LTU;EUR
Luxembourg;LUX;EUR
